iter	Passed	Remaining
154	125845	686061
155	126516	684486
156	127162	682787
157	127799	681060
158	128486	679605
159	129263	678635
160	130007	677490
161	130682	676002
162	131446	674976
163	132249	674147
164	132938	672747
165	133682	671631
166	134405	670420
167	135242	669771
168	136014	668805
169	136872	668260
170	137653	667336
171	138523	666843
172	139450	666622
173	140407	666534
174	141188	665604
175	142123	665398
176	142946	664658
177	143802	664078
178	144793	664109
179	145713	663807
180	146738	663972
181	147709	663880
182	148542	663163
183	149344	662309
184	150078	661157
185	151005	660852
186	151691	659491
187	152611	659151
188	153421	658332
189	154170	657251
190	154851	655889
191	155800	655658
192	156528	654499
193	157286	653470
194	158041	652429
195	158810	651445
196	159596	650538
197	160428	649817
198	161187	648799
199	161996	647986
200	162833	647283
201	163693	646668
202	164707	646659
203	165564	646026
204	166317	644989
205	167037	643823
206	167814	642882
207	168585	641923
208	169230	640484
209	169904	639164
210	170627	638035
211	171276	636630
212	171946	635314
213	172679	634234
214	173371	633005
215	174100	631919
216	174775	630641
217	175441	629335
218	176114	628060
219	176866	627070
220	177712	626414
221	178398	625198
222	179100	624041
223	179804	622895
224	180570	621963
225	181282	620853
226	181994	619744
227	182669	618511
228	183437	617598
229	184120	616404
230	184840	615333
231	185470	613971
232	186142	612752
233	186898	611811
234	187615	610748
235	188346	609732
236	188966	608360
237	189735	607473
238	190504	606584
239	191229	605560
240	191958	604549
241	192690	603550
242	193444	602624
243	194204	601715
244	194910	600642
245	195647	599666
246	196423	598813
247	197103	597668
248	197758	596453
249	198406	595220
250	199112	594165
251	199974	593574
252	200764	592770
253	201557	591974
254	202359	591206
255	203158	590429
256	203968	589681
257	204770	588912
258	205572	588144
259	206292	587140
260	207095	586373
261	207817	585379
262	208599	584555
263	209289	583474
264	209982	582405
265	210808	581704
266	211547	580764
267	212218	579640
268	212953	578695
269	213722	577843
270	214467	576925
271	215135	575803
272	215894	574927
273	216608	573934
274	217364	573051
275	218125	572183
276	218873	571284
277	219590	570304
278	220265	569215
279	220985	568248
280	221723	567327
281	222443	566362
282	223093	565223
283	223748	564098
284	224544	563330
285	225238	562307
286	225989	561429
287	226849	560822
288	227515	559736
289	228343	559048
290	229061	558090
291	229818	557230
292	230661	556579
293	231441	555775
294	232155	554812
295	232930	553998
296	233663	553082
297	234475	552354
298	235523	552180
299	236366	551521
300	237154	550734
301	238113	550342
302	239043	549879
303	239871	549179
304	240704	548490
305	241557	547845
306	242534	547479
307	243410	546883
308	244230	546158
309	245126	545603
310	246045	545098
311	246948	544554
312	247811	543919
313	248627	543178
314	249519	542605
315	250406	542019
316	251223	541280
317	252144	540763
318	252898	539887
319	253829	539387
320	254781	538929
321	255658	538312
322	256381	537370
323	257105	536430
324	257923	535688
325	258698	534855
326	259534	534148
327	260374	533450
328	261046	532407
329	261758	531449
330	262464	530480
331	263243	529658
332	263931	528655
333	264702	527819
334	265561	527158
335	266448	526552
336	267377	526027
337	268284	525456
338	269127	524758
339	270066	524247
340	271066	523850
341	271919	523167
342	272830	522593
343	273696	521933
344	274493	521139
345	275383	520522
346	276236	519833
347	276975	518931
348	277872	518323
349	278603	517406
350	279229	516295
351	279906	515282
352	280583	514270
353	281275	513288
354	281907	512197
355	282627	511269
356	283203	510084
357	283824	508980
358	284456	507901
359	285091	506828
360	285692	505700
361	286467	504879
362	287149	503896
363	287895	503026
364	288733	502317
365	289412	501332
366	290061	500296
367	290792	499403
368	291467	498416
369	292251	497617
370	293002	496761
371	293947	496233
372	294759	495481
373	295536	494667
374	296355	493925
375	297109	493075
376	298183	492753
377	299042	492074
378	299825	491270
379	300614	490477
380	301381	489645
381	302463	489325
382	303546	489002
383	304273	488106
384	305010	487225
385	305765	486373
386	306456	485420
387	307555	485114
388	308835	485085
389	309723	484439
390	310354	483390
391	311088	482504
392	311653	481357
393	312387	480473
394	313466	480118
395	314587	479824
396	315354	478989
397	316150	478197
398	316988	477469
399	317669	476504
400	318379	475584
401	318972	474491
402	319587	473433
403	320404	472675
404	321534	472378
405	322594	471973
406	323713	471651
407	324781	471251
408	325361	470142
409	326007	469133
410	326649	468117
411	327231	467019
412	328032	466234
413	328622	465152
414	329190	464040
415	329984	463247
416	330665	462296
417	331552	461635
418	332325	460814
419	332842	459639
420	333395	458518
421	334221	457772
422	334937	456876
423	335477	455742
424	336136	454772
425	336954	454018
426	337857	453377
427	338605	452528
428	339250	451543
429	339780	450406
430	340302	449261
431	340796	448084
432	341404	447058
433	342313	446427
434	342912	445391
435	343750	444667
436	344498	443827
437	345246	442987
438	346071	442245
439	346647	441188
440	347242	440155
441	347794	439070
442	348316	437951
443	348947	436970
444	349585	435999
445	350203	435005
446	351187	434467
447	352079	433812
448	353040	433241
449	353876	432515
450	354663	431730
451	355394	430877
452	356286	430217
453	357095	429458
454	357908	428703
455	358681	427900
456	359535	427193
457	360280	426358
458	361135	425651
459	362086	425058
460	362928	424335
461	363736	423571
462	364544	422808
463	365424	422127
464	366259	421394
465	367139	420714
466	367989	419996
467	368749	419177
468	369381	418212
469	370025	417263
470	370793	416454
471	371388	415451
472	372058	414534
473	372673	413558
474	373180	412462
475	373749	411438
476	374286	410380
477	374868	409375
478	375435	408354
479	376062	407401
480	376717	406478
481	377399	405587
482	377983	404591
483	378888	403939
484	379741	403231
485	380516	402438
486	381324	401682
487	382177	400972
488	382862	400087
489	383520	399174
490	384245	398332
491	384977	397496
492	385637	396588
493	386345	395730
494	386926	394743
495	387536	393787
496	388318	393006
497	388897	392021
498	389608	391170
499	390436	390436
500	391214	389652
501	392086	388962
502	392942	388254
503	393672	387423
504	394568	386755
505	395488	386109
506	396443	385496
507	397348	384833
508	398314	384228
509	399096	383445
510	399967	382747
511	400802	382015
512	401397	381053
513	402306	380391
514	402988	379513
515	403730	378693
516	404507	377905
517	405134	376978
518	405812	376100
519	406643	375363
520	407535	374682
521	408262	373849
522	408984	373013
523	409745	372211
524	410660	371550
525	411410	370738
526	412105	369878
527	412825	369040
528	413573	368228
529	414304	367402
530	415141	366669
531	415937	365899
532	416695	365096
533	417479	364317
534	418290	363560
535	418988	362706
536	419676	361844
537	420377	360993
538	421172	360224
539	421902	359398
540	422656	358593
541	423557	357914
542	424414	357196
543	425137	356365
544	425862	355536
545	426477	354616
546	427230	353812
547	428021	353040
548	428745	352211
549	429552	351452
550	430230	350587
551	431099	349877
552	431831	349057
553	432542	348220
554	433167	347314
555	433865	346468
556	434533	345598
557	435138	344679
558	435743	343761
559	436387	342876
560	436960	341934
561	437589	341039
562	438222	340147
563	438910	339299
564	439673	338509
565	440395	337688
566	441085	336842
567	441695	335937
568	442477	335163
569	443151	334306
570	443827	333453
571	444672	332726
572	445376	331894
573	446066	331052
574	446871	330296
575	447517	329422
576	448250	328613
577	449073	327870
578	450061	327246
579	450990	326579
580	451908	325902
581	452639	325091
582	453418	324314
583	454255	323578
584	455012	322786
585	455804	322019
586	456590	321246
587	457323	320437
588	457971	319569
589	458836	318852
590	459550	318030
591	460280	317220
592	460925	316351
593	461762	315615
594	462444	314773
595	463256	314019
596	464072	313268
597	464878	312510
598	465626	311713
599	466345	310897
600	467123	310120
601	467954	309378
602	468698	308579
603	469350	307719
604	470094	306920
605	470860	306137
606	471647	305366
607	472497	304636
608	473320	303888
609	474044	303077
610	474988	302406
611	475861	301690
612	476741	300977
613	477749	300343
614	478440	299511
615	479087	298652
616	479790	297827
617	480425	296961
618	481045	296087
619	481652	295206
620	482262	294327
621	482841	293431
622	483425	292538
623	483946	291608
624	484513	290707
625	485111	289826
626	486025	289134
627	486844	288385
628	487504	287542
629	488152	286692
630	488828	285859
631	489484	285016
632	490274	284250
633	491191	283558
634	491908	282750
635	492766	282023
636	493527	281241
637	494133	280370
638	494941	279615
639	495685	278823
640	496236	277923
641	496894	277084
642	497562	276251
643	498166	275384
644	498802	274534
645	499598	273773
646	500197	272905
647	500746	272010
648	501302	271120
649	501933	270272
650	502513	269396
651	503037	268492
652	503729	267678
653	504308	266805
654	504884	265931
655	505512	265085
656	506121	264231
657	506698	263359
658	507304	262504
659	508151	261775
660	508877	260982
661	509526	260151
662	510616	259544
663	511424	258793
664	512243	258047
665	513028	257284
666	513812	256521
667	514484	255701
668	515147	254878
669	515809	254055
670	516523	253258
671	517250	252467
672	517890	251634
673	518682	250876
674	519374	250069
675	520102	249279
676	520847	248498
677	521680	247759
678	522371	246953
679	523084	246157
680	523739	245334
681	524506	244564
682	525173	243748
683	525875	242948
684	526663	242188
685	527340	241377
686	528236	240666
687	529333	240046
688	530316	239373
689	531279	238690
690	532116	237950
691	532895	237184
692	533705	236432
693	534549	235694
694	535375	234948
695	536077	234148
696	536925	233412
697	537568	232586
698	538351	231822
699	539216	231092
700	540014	230334
701	540771	229558
702	541690	228850
703	542495	228094
704	543103	227255
705	543807	226458
706	544601	225697
707	545318	224905
708	546337	224237
709	546978	223413
710	547739	222639
711	548569	221893
712	549192	221063
713	549822	220236
714	550671	219498
715	551585	218785
716	552485	218066
717	553451	217372
718	554214	216598
719	554961	215818
720	555585	214990
721	556289	214194
722	557381	213547
723	558264	212818
724	559069	212060
725	559685	211231
726	560238	210378
727	560862	209553
728	561620	208777
729	562269	207962
730	563018	207184
731	563680	206374
732	564237	205527
733	565126	204800
734	565767	203984
735	566689	203268
736	567465	202501
737	568291	201751
738	568961	200945
739	569560	200115
740	570125	199274
741	570969	198531
742	571770	197772
743	572499	196988
744	573338	196243
745	574113	195475
746	574813	194682
747	575460	193871
748	576309	193129
749	576958	192319
750	577807	191576
751	578606	190817
752	579409	190058
753	580381	189355
754	581393	188664
755	581986	187836
756	582536	186996
757	583220	186199
758	583849	185385
759	584533	184589
760	585357	183837
761	586415	183158
762	587202	182394
763	588075	181656
764	589058	180952
765	589983	180230
766	590711	179447
767	591678	178736
768	592239	177902
769	592796	177069
770	593369	176240
771	593954	175416
772	594485	174577
773	595076	173756
774	595571	172907
775	596205	172100
776	596811	171285
777	597378	170460
778	597962	169640
779	598438	168790
780	598976	167958
781	599501	167124
782	600045	166296
783	600618	165476
784	601161	164649
785	601799	163848
786	602365	163028
787	602945	162213
788	603559	161408
789	604145	160595
790	604687	159772
791	605217	158946
792	605755	158122
793	606367	157319
794	606890	156493
795	607456	155679
796	608055	154874
797	608644	154067
798	609422	153308
799	610000	152500
800	610536	151681
801	611166	150886
802	611774	150086
803	612381	149287
804	613022	148496
805	613687	147711
806	614506	146963
807	615440	146243
808	616458	145542
809	617344	144809
810	618288	144089
811	619310	143387
812	620238	142662
813	620986	141896
814	621800	141144
815	622803	140436
816	623731	139709
817	624472	138941
818	625165	138162
819	625976	137409
820	626800	136659
821	627574	135898
822	628280	135122
823	629058	134362
824	629758	133585
825	630429	132802
826	631236	132048
827	632361	131360
828	633030	130576
829	633838	129822
830	634661	129070
831	635735	128369
832	636584	127622
833	637253	126839
834	638154	126102
835	638848	125324
836	639521	124542
837	640289	123779
838	640987	123002
839	641785	122244
840	642604	121491
841	643395	120732
842	644064	119950
843	644881	119196
844	645565	118417
845	646260	117640
846	646931	116860
847	647623	116083
848	648394	115320
849	649145	114555
850	650056	113817
851	650849	113058
852	651585	112289
853	652397	111534
854	653125	110763
855	653781	109981
856	654493	109209
857	655179	108432
858	656075	107691
859	656918	106940
860	657726	106183
861	658501	105421
862	659366	104673
863	659994	103888
864	660827	103134
865	661557	102365
866	662331	101603
867	662999	100824
868	663752	100059
869	664516	99295
870	665182	98517
871	665946	97753
872	666542	96965
873	667232	96191
874	667910	95415
875	668634	94646
876	669357	93877
877	670149	93118
878	671015	92369
879	671771	91605
880	672637	90855
881	673615	90120
882	674589	89385
883	675487	88638
884	676473	87903
885	677265	87142
886	677821	86351
887	678365	85559
888	678934	84771
889	679583	83993
890	680236	83216
891	680825	82431
892	681465	81653
893	682011	80864
894	682630	80085
895	683363	79319
896	684307	78577
897	685061	77813
898	685763	77043
899	686694	76299
900	687768	75570
901	688480	74801
902	689487	74064
903	690462	73323
904	691211	72558
905	692014	71798
906	693048	71062
907	694326	70350
908	695439	69620
909	696286	68863
910	696943	68087
911	697636	67315
912	698730	66582
913	699989	65863
914	701160	65135
915	702174	64391
916	703213	63649
917	704290	62910
918	705405	62173
919	706258	61413
920	707040	60647
921	707700	59870
922	708609	59114
923	709628	58367
924	710239	57586
925	710871	56808
926	711804	56053
927	712742	55298
928	713524	54532
929	714140	53752
930	714716	52970
931	715316	52190
932	716378	51444
933	717192	50679
934	717858	49904
935	718645	49138
936	719629	48384
937	720392	47616
938	720982	46837
939	721710	46066
940	722459	45297
941	723282	44533
942	724374	43785
943	725283	43025
944	726385	42276
945	727370	41520
946	728111	40749
947	728965	39985
948	729622	39210
949	730428	38443
950	731436	37687
951	732479	36931
952	733259	36162
953	734141	35398
954	735066	34636
955	735938	33871
956	736747	33103
957	737440	32330
958	738092	31555
959	738802	30783
960	739538	30012
961	740219	29239
962	741027	28471
963	741720	27699
964	742418	26927
965	743186	26157
966	744088	25392
967	744734	24619
968	745590	23852
969	746453	23086
970	747275	22318
971	748082	21549
972	748923	20782
973	749704	20012
974	750285	19238
975	750928	18465
976	751518	17691
977	752143	16919
978	752731	16146
979	753361	15374
980	754084	14605
981	754695	13833
982	755408	13064
983	756090	12294
984	756744	11524
985	757547	10756
986	758554	9991
987	759470	9224
988	760229	8455
989	761026	7687
990	761768	6918
991	762593	6149
992	763440	5381
993	764237	4613
994	764914	3843
995	765567	3074
996	766160	2305
997	766903	1536
998	767746	768
999	768328	0
